,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.013,2.4,0.825,24,,28.512,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.838,3.4,0.429,34,6.72,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.267,2.5,0.066,25,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,73,73,82.02247191,,
,4,3.333,2.6,0.495,26,7.4575,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,82,9,10.11235955,,
,5,3.828,2.5,0.462,25,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,88,6,6.741573034,,
,6,4.29,2.4,0.066,24,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,88,0,0,,
,7,4.356,2.3,0.099,23,7.4575,,,,,,,,,,,,,6,20,24,89,1,1.123595506,,
,8,4.455,2.2,0.264,22,7.4575,,,目視時間の分布（秒）,,28.512,,,,,,,,7,24,28,89,0,0,,
,9,4.719,2.3,0.627,23,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,89,0,0,,
,10,5.346,2.2,0.495,22,7.4575,,,5,0,0,0,0,0,0,0,0,,9,32,36,89,0,0,,
,11,5.841,2.1,0.33,21,7.4575,,,4,0,0,0.033,0.198,0.099,0.132,0.132,0,,10,36,40,89,0,0,,
,12,6.171,1.1,0.198,11,6.72,,,3,0,0.561,0.759,0.627,0,0.495,0.462,0.693,,11,40,44,89,0,0,,
,13,6.369,1.2,0.099,12,7.4575,,,2,0.33,1.386,5.445,5.214,4.026,2.112,1.155,0,,12,44,48,89,0,0,,
,14,6.468,2.3,0.792,23,10.03856097,,,1,0.198,0.231,2.112,0.594,0.561,0.759,0.198,0,,13,48,52,89,0,0,,
,15,7.26,2.4,0.066,24,7.4575,,,,,,,,,,,,,14,52,56,89,0,0,,
,16,7.326,2.5,0.132,25,7.4575,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,89,0,0,,
,17,7.458,2.6,0.231,26,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,89,0,0,,
