,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.584,9.9,0.759,,,28.182,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.343,1.4,0.33,14,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,2.673,2.3,0.495,23,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,10,10,22.72727273,,
,4,3.168,2.5,0.825,25,14.915,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,16,6,13.63636364,,
,5,3.993,2.4,0.429,24,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,22,6,13.63636364,,
,6,4.422,1.3,0.429,13,10.03856097,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,33,11,25,,
,7,4.851,2.5,0.561,25,16.35896161,,,,,,,,,,,,,6,20,24,43,10,22.72727273,,
,8,5.412,1.3,0.429,13,16.35896161,,,目視時間の分布（秒）,,27.423,,,,,,,,7,24,28,43,0,0,,
,9,5.841,2.4,0.99,24,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,43,0,0,,
,10,6.831,2.3,0.792,23,7.4575,,,5,0,0,0,0,0,0,0,0,,9,32,36,43,0,0,,
,11,7.623,2.4,0.429,24,7.4575,,,4,0,0,0,0,0.264,0,0,0,,10,36,40,44,1,2.272727273,,
,12,8.052,2.3,0.132,23,7.4575,,,3,0,0,1.155,2.97,2.046,0,0.99,0,,11,40,44,44,0,0,,
,13,8.184,1.6,0.165,16,23.35994769,,,2,0,1.551,3.267,4.851,1.65,0,0.495,0,,12,44,48,44,0,0,,
,14,8.349,1.3,0.66,13,22.3725,,,1,0,5.544,1.518,0.462,0.198,0.165,0.297,0,,13,48,52,44,0,0,,
,15,9.009,3.5,0.33,35,20.07712193,,,,,,,,,,,,,14,52,56,44,0,0,,
,16,9.339,4.5,0.264,45,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,44,0,0,,
,17,9.603,3.4,0.396,34,10.03856097,,,,1,2,3,4,5,6,7,8,,16,60,64,44,0,0,,
,18,9.999,3.5,0.297,35,7.4575,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,44,0,0,,
,19,10.296,3.7,0.99,37,14.915,,,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,18,68,72,44,0,0,,
,20,11.286,1.5,0.198,15,20.07712193,,,3,0.0,0.0,4.2,10.8,7.5,0.0,3.6,0.0,,19,72,76,44,0,0,,
,21,11.484,2.3,1.32,23,16.35896161,,,2,0.0,5.7,11.9,17.7,6.0,0.0,1.8,0.0,,20,76,80,44,0,0,,
,22,12.804,1.4,0.132,14,10.03856097,,,1,0.0,20.2,5.5,1.7,0.7,0.6,1.1,0.0,,,,,,,100,,
,23,12.936,3.4,1.353,34,13.44,,,,,,,,,,,,,,,,,,,,
,24,14.289,2.2,1.056,22,16.35896161,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,15.345,3.4,0.495,34,16.35896161,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,15.84,1.2,2.772,12,20.07712193,,,5,17,17,17,17,17,17,17,17,,,,,,,,,
,27,18.612,3.4,0.363,34,20.07712193,,,4,17,17,17,17,14,17,17,17,,,,,,,,,
,28,18.975,1.2,0.891,12,20.07712193,,,3,17,17,9,4,5,17,10,17,,,,,,,,,
,29,19.866,2.4,1.122,24,16.35896161,,,2,17,7,3,2,6,17,11,17,,,,,,,,,
,30,20.988,2.3,0.528,23,7.4575,,,1,17,1,8,12,15,16,13,17,,,,,,,,,
,31,21.516,3.3,1.155,33,6.72,,,,,,,,,,,,,,,,,,,,
,32,22.671,1.2,0.693,12,15.37035804,,,,,,,,,,,,,,,,,,,,
,33,23.364,2.4,0.495,24,16.35896161,,,目視個所Ｔｏｐ　No.1,1.2,1,,5.1,17,,,,,,,,,,,,
,34,23.859,3.5,0.297,35,10.03856097,,,目視個所Ｔｏｐ　No.2,2.4,2,,4.1,17,,,,,,,,,,,,
,35,24.156,1.7,0.297,17,20.07712193,,,目視個所Ｔｏｐ　No.3,2.3,3,,3.1,17,,,,,,,,,,,,
,36,24.453,1.2,0.429,12,37.2875,,,目視個所Ｔｏｐ　No.4,3.4,4,,2.1,17,,,,,,,,,,,,
,37,24.882,2.4,1.023,24,16.35896161,,,目視個所Ｔｏｐ　No.5,3.5,5,,1.1,17,,,,,,,,,,,,
,38,25.905,1.2,0.759,12,16.35896161,,,目視個所（累積ではない）,16,,,5.2,17,,,,,,,,,,,,
,39,26.664,2.4,0.363,24,16.35896161,,,非目視個所,24,,,4.2,17,,,,,,,,,,,,
,40,27.027,3.4,0.363,34,6.72,,,合計,40,,,3.2,17,,,,,,,,,,,,
,41,27.39,3.5,0.594,35,7.4575,,,,,,,2.2,7,,,,,,,,,,,,
,42,27.984,2.7,0.495,27,16.35896161,,,,,,,1.2,1,,,,,,,,,,,,
,43,28.479,2.5,0.264,25,14.915,,,,,,,5.3,17,,,,,,,,,,,,
